year,r_var,variable,description,documentation,var_type,skip
2017,education_nonrefund,A07230,Nonrefundable education credit amount,1040:50 / 1040A:33,Num,NA
2017,retire_savings_n,N07240,Number of returns with retirement savings contribution credit,1040:51 / 1040A:34,Num,NA
2017,retire_savings,A07240,Retirement savings contribution credit amount,1040:51 / 1040A:34,Num,NA
2017,child_tax_n,N07220,Number of returns with child tax credit,1040:52 / 1040A:35,Num,NA
2017,child_tax,A07220,Child tax credit amount,1040:52 / 1040A:35,Num,NA
2017,res_energy_credit_n,N07260,Number of returns with residential energy tax credit,1040:53:00,Num,NA
2017,res_energy_credit,A07260,Residential energy tax credit amount,1040:53:00,Num,NA
2017,self_employ_tax_n,N09400,Number of returns with self-employment tax,1040:57:00,Num,NA
2017,self_employ_tax,A09400,Self-employment tax amount,1040:57:00,Num,NA
2017,premium_credit_n,N85770,Number of returns with total premium tax credit,8962:24:00,Num,NA
2017,premium_credit,A85770,Total premium tax credit amount,8962:24:00,Num,NA
2017,advance_premium_credit_n,N85775,Number of returns with advance premium tax credit,8962:25:00,Num,NA
2017,advance_premium_credit,A85775,Advance premium tax credit amount,8962:25:00,Num,NA
2017,health_care_n,N09750,Number of returns with health care individual responsibility payment,1040:61 / 1040A:38 / 1040EZ:11,Num,NA
2017,health_care,A09750,Health care individual responsibility payment amount,1040:61 / 1040A:38 / 1040EZ:11,Num,NA
2017,tax_payments_n,N10600,Number of returns with total tax payments,1040:74 / 1040A:46 / 1040EZ:9,Num,NA
2017,tax_payments,A10600,Total tax payments amount,1040:74 / 1040A:46 / 1040EZ:9,Num,NA
2017,earned_income_n,N59660,Number of returns with earned income credit,1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2017,earned_income,A59660,Earned income credit amount [8],1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2017,excess_earned_income_n,N59720,Number of returns with excess earned income credit,1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2017,excess_earned_income,A59720,Excess earned income credit (refundable) amount [9],1040:66a / 1040A:42a / 1040EZ:8a,Num,NA
2017,additional_child_credit_n,N11070,Number of returns with additional child tax credit,1040:67 / 1040A:43,Num,NA
2017,additional_child_credit,A11070,Additional child tax credit amount,1040:67 / 1040A:43,Num,NA
2017,education_refund_n,N10960,Number of returns with refundable education credit,1040:68 / 1040A:44,Num,NA
2017,education_refund,A10960,Refundable education credit amount,1040:68 / 1040A:44,Num,NA
2017,net_premium_credit_n,N11560,Number of returns with net premium tax credit,1040:69 / 1040A:45,Num,NA
2017,net_premium_credit,A11560,Net premium tax credit amount,1040:69 / 1040A:45,Num,NA
2017,income_tax_n,N06500,Number of returns with income tax,1040:56 / 1040A:37 / 1040EZ:10,Num,NA
2017,income_tax,A06500,Income tax amount [10],1040:56 / 1040A:37 / 1040EZ:10,Num,NA
2017,tax_liability_n,N10300,Number of returns with tax liability,1040:63 / 1040A:39 / 1040EZ: 10,Num,NA
2017,tax_liability,A10300,Total tax liability amount [11],1040:63 / 1040A:39 / 1040EZ: 10,Num,NA
2017,medicare_n,N85530,Number of returns with additional Medicare tax,1040:62a,Num,NA
2017,medicare,A85530,Additional Medicare tax amount,1040:62a,Num,NA
2017,investment_income_n,N85300,Number of returns with net investment income tax,1040:62b,Num,NA
2017,investment_income,A85300,Net investment income tax amount,1040:62b,Num,NA
2017,tax_due_n,N11901,Number of returns with tax due at time of filing,1040:78 / 1040A:50 / 1040EZ:14,Num,NA
2017,tax_due,A11901,Tax due at time of filing amount [12],1040:78 / 1040A:50 / 1040EZ:14,Num,NA
2017,overpayments_total_n,N11900,Number of returns with total overpayments,1040:75 / 1040A:47 / 1040EZ: 13a,Num,NA
2017,overpayment_total,A11900,Total overpayments amount,1040:75 / 1040A:47 / 1040EZ:13a,Num,NA
2017,overpayments_n,N11902,Number of returns with overpayments refunded,1040:76a/1040A:48a/1040EZ:13a,Num,NA
2017,overpayments,A11902,Overpayments refunded amount [13],1040:76a/1040A:48a/1040EZ:13a,Num,NA
2017,credit_next_n,N12000,Number of returns with credit to next year’s estimated tax,1040:77 / 1040A:49,Num,NA
2017,credit_next,A12000,Credited to next year’s estimated tax amount,1040:77 / 1040A:49,Num,NA
2018,st_fips,STATEFIPS,,,Num,NA
2018,state,STATE,,,Char,NA
2018,cty_fips,COUNTYFIPS,,,Num,NA
2018,cty_name,COUNTYNAME,,,Char,NA
2018,agi_stub,AGI_STUB,Size of adjusted gross income,"1 = $1 under $25,000
2 = $25,000 under $50,000
3 = $50,000 under $75,000
4 = $75,000 under $100,000
5 = $100,000 under $200,000
6 = $200,000 or more",Num,NA
2018,return,N1,Number of returns,,Num,NA
2018,return_single,MARS1,Number of single returns,Filing status is single,Num,NA
2018,return_joint,MARS2,Number of joint returns,Filing status is married filing jointly,Num,NA
2018,return_head,MARS4,Number of head of household returns,Filing status is head of household,Num,NA
2018,elf,ELF,Number of electronically filed returns,,Num,NA
2018,cprep,CPREP,Number of computer prepared paper returns,,Num,NA
2018,return_paid,PREP,Number of returns with paid preparer's signature,,Num,NA
2018,dir_dep,DIR_DEP,Number of returns with direct deposit,,Num,NA
2018,exmpt,N2,Number of individuals [3],,Num,NA
2018,dependents,NUMDEP,Number of dependents,1040: Dependents,Num,NA
2018,total_vita,TOTAL_VITA,Total number of volunteer prepared returns [4],,Num,NA
2018,vita,VITA,Number of volunteer income tax assistance (VITA) prepared returns [4],,Num,NA
2018,tce,TCE,Number of tax counseling for the elderly (TCE) prepared returns [4],,Num,NA
2018,vita_eic,VITA_EIC,Number of volunteer prepared returns with Earned Income Credit [4],,Num,NA
2018,rac,RAC,Number of refund anticipation check returns [5],,Num,NA
2018,elderly,ELDERLY,Number of elderly returns [6],,Num,NA
2018,agi,A00100,Adjust gross income (AGI) [7],1040:07:00,Num,NA
2018,total_income_n,N02650,Number of returns with total income,1040:06:00,Num,NA
2018,total_income,A02650,Total income amount,1040:06:00,Num,NA
2018,wages_n,N00200,Number of returns with salaries and wages,1040:01:00,Num,NA
2018,wages,A00200,Salaries and wages amount,1040:01:00,Num,NA
2018,interest_n,N00300,Number of returns with taxable interest,1040:2b,Num,NA
2018,interest,A00300,Taxable interest amount,1040:2b,Num,NA
2018,dividends_n,N00600,Number of returns with ordinary dividends,1040:3b,Num,NA
2018,dividends,A00600,Ordinary dividends amount,1040:3b,Num,NA
2018,dividends_qual_n,N00650,Number of returns with qualified dividends,1040:3a,Num,NA
2018,dividends_qual,A00650,Qualified dividends amount [8],1040:3a,Num,NA
2018,state_inc_tax_refund_n,N00700,Number of returns with state and local income tax refunds,Schedule 1:10,Num,NA
2018,state_inc_tax_refund,A00700,State and local income tax refunds amount,Schedule 1:10,Num,NA
2018,bus_net_income_n,N00900,Number of returns with business or professional net income (less loss),Schedule 1:12,Num,NA
2018,bus_net_income,A00900,Business or professional net income (less loss) amount,Schedule 1:12,Num,NA
2018,capital_gain_n,N01000,Number of returns with net capital gain (less loss),Schedule 1:13,Num,NA
2018,capital_gain,A01000,Net capital gain (less loss) amount,Schedule 1:13,Num,NA
2018,pensions_n,N01750,"Number of returns with taxable individual retirement arrangements (IRA), pensions and annuities",1040:4a,Num,NA
2018,pensions,A01750,"Taxable IRA, pensions and annuities amount",1040:4a,Num,NA
2018,farm_n,SCHF,Number of farm returns,Schedule 1:18,Num,NA
2018,unemployment_n,N02300,Number of returns with unemployment compensation,Schedule 1:19,Num,NA
2018,unemployment,A02300,Unemployment compensation amount [9],Schedule 1:19,Num,NA
2018,social_security_n,N02500,Number of returns with taxable Social Security benefits,1040:5b,Num,NA
2018,social_security,A02500,Taxable Social Security benefits amount,1040:5b,Num,NA
2018,s_corp_n,N26270,Number of returns with partnership/S-corp net income (less loss),Schedule E:32,Num,NA
2018,s_corp,A26270,Partnership/S-corp net income (less loss) amount,Schedule E:32,Num,NA
2018,statutory_n,N02900,Number of returns with total statutory adjustments,Schedule 1:36,Num,NA
2018,statutory,A02900,Total statutory adjustments amount,Schedule 1:36,Num,NA
2018,educator_n,N03220,Number of returns with educator expenses,Schedule 1:23,Num,NA
2018,educator,A03220,Educator expenses amount,Schedule 1:23,Num,NA
2018,self_employ_n,N03300,Number of returns with Self-employed (Keogh) retirement plans,Schedule 1:28,Num,NA
2018,self_employ,A03300,Self-employed (Keogh) retirement plans amount,Schedule 1:28,Num,NA
2018,self_health_insurance_n,N03270,Number of returns with Self-employed health insurance deduction,Schedule 1:29,Num,NA
2018,self_health_insurance,A03270,Self-employed health insurance deduction amount,Schedule 1:29,Num,NA
2018,ira_payments_n,N03150,Number of returns with Individual retirement arrangement payments,Schedule 1:32,Num,NA
2018,ira_deduction,A03150,Individual retirement arrangement payments amount,Schedule 1:32,Num,NA
2018,student_loan_n,N03210,Number of returns with student loan interest deduction,Schedule 1:33,Num,NA
2018,student_loan,A03210,Student loan interest deduction amount,Schedule 1:33,Num,NA
2018,standard_deduction_n,N04450,Number of returns with total standard deduction,1040:08:00,Num,NA
2018,standard_deduction,A04450,Total standard deduction amount,1040:08:00,Num,NA
2018,basic_standard_n,N04100,Number of returns with basic standard deduction,1040:08:00,Num,NA
2018,basic_standard,A04100,Basic standard deduction amount,1040:08:00,Num,NA
2018,additional_standard_n,N04200,Number of returns with additional standard deduction,1040:08:00,Num,NA
2018,additional_standard,A04200,Additional standard deduction amount,1040:08:00,Num,NA
2018,itemized_n,N04470,Number of returns with itemized deductions,1040:08:00,Num,NA
2018,itemized,A04470,Total itemized deductions amount,1040:08:00,Num,NA
2018,itemized_agi,A00101,Amount of AGI for itemized returns,1040:07:00,Num,NA
2018,medical_dental_n,N17000,Number of returns with Total medical and dental expense deduction,Schedule A:4,Num,NA
2018,medical_dental,A17000,Total medical and dental expense deduction amount,Schedule A:4,Num,NA
2018,state_inc_tax_n,N18425,Number of returns with State and local income taxes,Schedule A:5a,Num,NA
2018,state_inc_tax,A18425,State and local income taxes amount,Schedule A:5a,Num,NA
2018,state_general_tax_n,N18450,Number of returns with State and local general sales tax,Schedule A:5a,Num,NA
2018,state_general_tax,A18450,State and local general sales tax amount,Schedule A:5a,Num,NA
2018,real_estate_tax_n,N18500,Number of returns with real estate taxes,Schedule A:5b,Num,NA
2018,real_estate_tax,A18500,Real estate taxes amount,Schedule A:5b,Num,NA
2018,personal_prop_tax_n,N18800,Number of returns with Personal property taxes,Schedule A:5c,Num,NA
2018,personal_prop_tax,A18800,Personal property taxes amount,Schedule A:5c,Num,NA
2018,limited_state_local_tax_n,N18460,Number of returns with Limited state and local taxes,Schedule A:5e,Num,NA
2018,limited_state_local_tax,A18460,Limited state and local taxes,Schedule A:5e,Num,NA
2018,taxes_n,N18300,Number of returns with Total taxes paid,Schedule A:7,Num,NA
2018,taxes,A18300,Total taxes paid amount,Schedule A:7,Num,NA
2018,mortgage_interest_n,N19300,Number of returns with Home mortgage interest paid,Schedule A:8a,Num,NA
2018,mortgage_interest,A19300,Home mortgage interest paid amount,Schedule A:8a,Num,NA
2018,mortgage_seller_n,N19500,Number of returns with Home mortgage from personal seller,Schedule A:8b,Num,NA
2018,mortgage_seller,A19500,Home mortgage from personal seller amount,Schedule A:8b,Num,NA
2018,deductible_n,N19530,Number of returns with Deductible points,Schedule A:8c,Num,NA
2018,deductible,A19530,Deductible points amount,Schedule A:8c,Num,NA
2018,investment_interest_n,N19570,Number of returns with Investment interest paid,Schedule A:9,Num,NA
2018,investment_interest,A19570,Investment interest paid amount,Schedule A:9,Num,NA
2018,contributions_n,N19700,Number of returns with Total charitable contributions,Schedule A:14,Num,NA
2018,contributions,A19700,Total charitable contributions amount,Schedule A:14,Num,NA
2018,other_miscellaneous_n,N20950,Number of returns with Other non-limited miscellaneous deductions,Schedule A:16,Num,NA
2018,other_miscellaneous,A20950,Other non-limited miscellaneous deductions amount,Schedule A:16,Num,NA
2018,qual_bus_income_deduction_n,N04475,Number of returns with Qualified business income deduction,1040:09:00,Num,NA
2018,qual_bus_income_deduction,A04475,Qualified business income deduction,1040:09:00,Num,NA
2018,taxable_inc_n,N04800,Number of returns with taxable income,1040:10:00,Num,NA
2018,taxable_inc,A04800,Taxable income amount,1040:10:00,Num,NA
2018,taxable_inc_before_n,N05800,Number of returns with income tax before credits,1040:11:00,Num,NA
2018,taxable_inc_before,A05800,Income tax before credits amount,1040:11:00,Num,NA
2018,alternative_minimum_n,N09600,Number of returns with alternative minimum tax,Schedule 2:45,Num,NA
2018,alternative_minimum,A09600,Alternative minimum tax amount,Schedule 2:45,Num,NA
2018,excess_premium_credit_n,N05780,Number of returns with excess advance premium tax credit repayment,Schedule 2:46,Num,NA
2018,excess_premium_credit,A05780,Excess advance premium tax credit repayment amount,Schedule 2:46,Num,NA
2018,tax_credits_n,N07100,Number of returns with total tax credits,1040:12:00,Num,NA
2018,tax_credits,A07100,Total tax credits amount,1040:12:00,Num,NA
2018,foreign_tax_n,N07300,Number of returns with foreign tax credit,Schedule 3:48,Num,NA
2018,foreign_tax,A07300,Foreign tax credit amount,Schedule 3:48,Num,NA
2018,child_dependent_credit_n,N07180,Number of returns with child and dependent care credit,Schedule 3:49,Num,NA
2018,child_dependent_credit,A07180,Child and dependent care credit amount,Schedule 3:49,Num,NA
2018,education_nonrefund_n,N07230,Number of returns with nonrefundable education credit,Schedule 3:50,Num,NA
2018,education_nonrefund,A07230,Nonrefundable education credit amount,Schedule 3:50,Num,NA
2018,retire_savings_n,N07240,Number of returns with retirement savings contribution credit,Schedule 3:51,Num,NA
2018,retire_savings,A07240,Retirement savings contribution credit amount,Schedule 3:51,Num,NA
2018,child_tax_n,N07225,Number of returns with child and other dependent credit,1040:12a,Num,NA
2018,child_tax,A07225,Child and other dependent credit amount,1040:12a,Num,NA
2018,res_energy_credit_n,N07260,Number of returns with residential energy tax credit,Schedule 3:53,Num,NA
2018,res_energy_credit,A07260,Residential energy tax credit amount,Schedule 3:53,Num,NA
2018,self_employ_tax_n,N09400,Number of returns with self-employment tax,Schedule 4:57,Num,NA
2018,self_employ_tax,A09400,Self-employment tax amount,Schedule 4:57,Num,NA
2018,premium_credit_n,N85770,Number of returns with total premium tax credit,8962:24:00,Num,NA
2018,premium_credit,A85770,Total premium tax credit amount,8962:24:00,Num,NA
2018,advance_premium_credit_n,N85775,Number of returns with advance premium tax credit,8962:25:00,Num,NA
2018,advance_premium_credit,A85775,Advance premium tax credit amount,8962:25:00,Num,NA
2018,health_care_n,N09750,Number of returns with health care individual responsibility payment,Schedule 4:61,Num,NA
2018,health_care,A09750,Health care individual responsibility payment amount,Schedule 4:61,Num,NA
2018,tax_payments_n,N10600,Number of returns with total tax payments,1040:18:00,Num,NA
2018,tax_payments,A10600,Total tax payments amount,1040:18:00,Num,NA
2018,earned_income_n,N59660,Number of returns with earned income credit,1040:17a,Num,NA
2018,earned_income,A59660,Earned income credit amount [10],1040:17a,Num,NA
2018,excess_earned_income_n,N59720,Number of returns with excess earned income credit,1040:17a,Num,NA
2018,excess_earned_income,A59720,Excess earned income credit (refundable) amount [11],1040:17a,Num,NA
2018,additional_child_credit_n,N11070,Number of returns with additional child tax credit,1040:17b,Num,NA
2018,additional_child_credit,A11070,Additional child tax credit amount,1040:17b,Num,NA
2018,education_refund_n,N10960,Number of returns with refundable education credit,1040:17c,Num,NA
2018,education_refund,A10960,Refundable education credit amount,1040:17c,Num,NA
2018,net_premium_credit_n,N11560,Number of returns with net premium tax credit,Schedule 5:70,Num,NA
2018,net_premium_credit,A11560,Net premium tax credit amount,Schedule 5:70,Num,NA
2018,income_tax_n,N06500,Number of returns with income tax after credits,1040:13:00,Num,NA
2018,income_tax,A06500,Income tax after credits amount,1040:13:00,Num,NA
2018,tax_liability_n,N10300,Number of returns with tax liability,1040:15:00,Num,NA
2018,tax_liability,A10300,Total tax liability amount [12],1040:15:00,Num,NA
2018,medicare_n,N85530,Number of returns with additional Medicare tax,8959:24:00,Num,NA
2018,medicare,A85530,Additional Medicare tax amount,8959:24:00,Num,NA
2018,investment_income_n,N85300,Number of returns with net investment income tax,8960:17:00,Num,NA
2018,investment_income,A85300,Net investment income tax amount,8960:17:00,Num,NA
2018,tax_due_n,N11901,Number of returns with tax due at time of filing,1040:22:00,Num,NA
2018,tax_due,A11901,Tax due at time of filing amount [13],1040:22:00,Num,NA
2018,overpayments_total_n,N11900,Number of returns with total overpayments,1040:19:00,Num,NA
2018,overpayment_total,A11900,Total overpayments amount,1040:19:00,Num,NA
2018,overpayments_n,N11902,Number of returns with overpayments refunded,1040:20a,Num,NA
2018,overpayments,A11902,Overpayments refunded amount [14],1040:20a,Num,NA
2018,credit_next_n,N12000,Number of returns with credit to next year’s estimated tax,1040:21:00,Num,NA
2018,credit_next,A12000,Credited to next year’s estimated tax amount,1040:21:00,Num,NA
2019,st_fips,STATEFIPS,,,Num,NA
2019,state,STATE,,,Char,NA
2019,cty_fips,COUNTYFIPS,,,Num,NA
2019,cty_name,COUNTYNAME,,,Char,NA
2019,agi_stub,AGI_STUB,Size of adjusted gross income,"1 = $1 under $25,000
2 = $25,000 under $50,000
3 = $50,000 under $75,000
4 = $75,000 under $100,000
5 = $100,000 under $200,000
6 = $200,000 or more",Num,NA
2019,return,N1,Number of returns [3],,Num,NA
2019,return_single,MARS1,Number of single returns,Filing status is single,Num,NA
2019,return_joint,MARS2,Number of joint returns,Filing status is married filing jointly,Num,NA
2019,return_head,MARS4,Number of head of household returns,Filing status is head of household,Num,NA
2019,elf,ELF,Number of electronically filed returns,,Num,NA
2019,cprep,CPREP,Number of computer prepared paper returns,,Num,NA
2019,return_paid,PREP,Number of returns with paid preparer's signature,,Num,NA
2019,dir_dep,DIR_DEP,Number of returns with direct deposit,,Num,NA
2019,exmpt,N2,Number of individuals [4],,Num,NA
2019,total_vita,TOTAL_VITA,Total number of volunteer prepared returns [5],,Num,NA
2019,vita,VITA,Number of volunteer income tax assistance (VITA) prepared returns [5],,Num,NA
2019,tce,TCE,Number of tax counseling for the elderly (TCE) prepared returns [5],,Num,NA
2019,vita_eic,VITA_EIC,Number of volunteer prepared returns with Earned Income Credit [5],,Num,NA
2019,rac,RAC,Number of refund anticipation check returns [6],,Num,NA
2019,elderly,ELDERLY,Number of elderly returns [7],,Num,NA
2019,agi,A00100,Adjust gross income (AGI) [8],1040:8b,Num,NA
2019,total_income_n,N02650,Number of returns with total income,1040:7b,Num,NA
2019,total_income,A02650,Total income amount,1040:7b,Num,NA
2019,wages_n,N00200,Number of returns with salaries and wages,1040:1,Num,NA
2019,wages,A00200,Salaries and wages amount,1040:1,Num,NA
2019,interest_n,N00300,Number of returns with taxable interest,1040:2b,Num,NA
2019,interest,A00300,Taxable interest amount,1040:2b,Num,NA
2019,dividends_n,N00600,Number of returns with ordinary dividends,1040:3b,Num,NA
2019,dividends,A00600,Ordinary dividends amount,1040:3b,Num,NA
2019,dividends_qual_n,N00650,Number of returns with qualified dividends,1040:3a,Num,NA
2019,dividends_qual,A00650,Qualified dividends amount [9],1040:3a,Num,NA
2019,state_inc_tax_refund_n,N00700,Number of returns with state and local income tax refunds,Schedule 1:1,Num,NA
2019,state_inc_tax_refund,A00700,State and local income tax refunds amount,Schedule 1:1,Num,NA
2019,bus_net_income_n,N00900,Number of returns with business or professional net income (less loss),Schedule 1:3,Num,NA
2019,bus_net_income,A00900,Business or professional net income (less loss) amount,Schedule 1:3,Num,NA
2019,capital_gain_n,N01000,Number of returns with net capital gain (less loss),1040:6,Num,NA
2019,capital_gain,A01000,Net capital gain (less loss) amount,1040:6,Num,NA
2019,ira_n,N01400,Number of returns with taxable individual retirement arrangements distributions,1040:4b,Num,NA
2019,ira,A01400,Taxable individual retirement arrangements distributions amount,1040:4b,Num,NA
2019,pensions_n,N01700,Number of returns with taxable pensions and annuities,1040:4d,Num,NA
2019,pensions,A01700,Taxable pensions and annuities amount,1040:4d,Num,NA
2019,farm_n,SCHF,Number of farm returns,Schedule 1:6,Num,NA
2019,unemployment_n,N02300,Number of returns with unemployment compensation,Schedule 1:7,Num,NA
2019,unemployment,A02300,Unemployment compensation amount [10],Schedule 1:7,Num,NA
2019,social_security_n,N02500,Number of returns with taxable Social Security benefits,1040:5b,Num,NA
2019,social_security,A02500,Taxable Social Security benefits amount,1040:5b,Num,NA
2019,s_corp_n,N26270,Number of returns with partnership/S-corp net income (less loss),Schedule E:32,Num,NA
2019,s_corp,A26270,Partnership/S-corp net income (less loss) amount,Schedule E:32,Num,NA
2019,statutory_n,N02900,Number of returns with total statutory adjustments,Schedule 1:22,Num,NA
2019,statutory,A02900,Total statutory adjustments amount,Schedule 1:22,Num,NA
2019,educator_n,N03220,Number of returns with educator expenses,Schedule 1:10,Num,NA
2019,educator,A03220,Educator expenses amount,Schedule 1:10,Num,NA
2019,self_employ_n,N03300,Number of returns with Self-employed (Keogh) retirement plans,Schedule 1:15,Num,NA
2019,self_employ,A03300,Self-employed (Keogh) retirement plans amount,Schedule 1:15,Num,NA
2019,self_health_insurance_n,N03270,Number of returns with Self-employed health insurance deduction,Schedule 1:16,Num,NA
2019,self_health_insurance,A03270,Self-employed health insurance deduction amount,Schedule 1:16,Num,NA
2019,ira_payments_n,N03150,Number of returns with Individual retirement arrangement payments,Schedule 1:19,Num,NA
2019,ira_deduction,A03150,Individual retirement arrangement payments amount,Schedule 1:19,Num,NA
2019,student_loan_n,N03210,Number of returns with student loan interest deduction,Schedule 1:20,Num,NA
2019,student_loan,A03210,Student loan interest deduction amount,Schedule 1:20,Num,NA
2019,standard_deduction_n,N04450,Number of returns with total standard deduction,1040:9,Num,NA
2019,standard_deduction,A04450,Total standard deduction amount,1040:9,Num,NA
2019,basic_standard_n,N04100,Number of returns with basic standard deduction,1040:9,Num,NA
2019,basic_standard,A04100,Basic standard deduction amount,1040:9,Num,NA
2019,additional_standard_n,N04200,Number of returns with additional standard deduction,1040:9,Num,NA
2019,additional_standard,A04200,Additional standard deduction amount,1040:9,Num,NA
2019,itemized_n,N04470,Number of returns with itemized deductions,1040:9,Num,NA
2019,itemized,A04470,Total itemized deductions amount,1040:9,Num,NA
2019,itemized_agi,A00101,Amount of AGI for itemized returns,1040:8b,Num,NA
2019,medical_dental_n,N17000,Number of returns with Total medical and dental expense deduction,Schedule A:4,Num,NA
2019,medical_dental,A17000,Total medical and dental expense deduction amount,Schedule A:4,Num,NA
2019,state_inc_tax_n,N18425,Number of returns with State and local income taxes,Schedule A:5a,Num,NA
2019,state_inc_tax,A18425,State and local income taxes amount,Schedule A:5a,Num,NA
2019,state_general_tax_n,N18450,Number of returns with State and local general sales tax,Schedule A:5a,Num,NA
2019,state_general_tax,A18450,State and local general sales tax amount,Schedule A:5a,Num,NA
2019,real_estate_tax_n,N18500,Number of returns with real estate taxes,Schedule A:5b,Num,NA
2019,real_estate_tax,A18500,Real estate taxes amount,Schedule A:5b,Num,NA
2019,personal_prop_tax_n,N18800,Number of returns with Personal property taxes,Schedule A:5c,Num,NA
2019,personal_prop_tax,A18800,Personal property taxes amount,Schedule A:5c,Num,NA
2019,limited_state_local_tax_n,N18460,Number of returns with Limited state and local taxes,Schedule A:5e,Num,NA
2019,limited_state_local_tax,A18460,Limited state and local taxes,Schedule A:5e,Num,NA
2019,taxes_n,N18300,Number of returns with Total taxes paid,Schedule A:7,Num,NA
2019,taxes,A18300,Total taxes paid amount,Schedule A:7,Num,NA
2019,mortgage_interest_n,N19300,Number of returns with Home mortgage interest paid,Schedule A:8a,Num,NA
2019,mortgage_interest,A19300,Home mortgage interest paid amount,Schedule A:8a,Num,NA
2019,mortgage_seller_n,N19500,Number of returns with Home mortgage from personal seller,Schedule A:8b,Num,NA
2019,mortgage_seller,A19500,Home mortgage from personal seller amount,Schedule A:8b,Num,NA
2019,deductible_n,N19530,Number of returns with Deductible points,Schedule A:8c,Num,NA
2019,deductible,A19530,Deductible points amount,Schedule A:8c,Num,NA
2019,investment_interest_n,N19570,Number of returns with Investment interest paid,Schedule A:9,Num,NA
2019,investment_interest,A19570,Investment interest paid amount,Schedule A:9,Num,NA
2019,contributions_n,N19700,Number of returns with Total charitable contributions,Schedule A:14,Num,NA
2019,contributions,A19700,Total charitable contributions amount,Schedule A:14,Num,NA
2019,other_miscellaneous_n,N20950,Number of returns with Other non-limited miscellaneous deductions,Schedule A:16,Num,NA
2019,other_miscellaneous,A20950,Other non-limited miscellaneous deductions amount,Schedule A:16,Num,NA
2019,qual_bus_income_deduction_n,N04475,Number of returns with Qualified business income deduction,1040:10:00,Num,NA
2019,qual_bus_income_deduction,A04475,Qualified business income deduction,1040:10:00,Num,NA
2019,taxable_inc_n,N04800,Number of returns with taxable income,1040:11b,Num,NA
2019,taxable_inc,A04800,Taxable income amount,1040:11b,Num,NA
2019,taxable_inc_before_n,N05800,Number of returns with income tax before credits,1040:12b,Num,NA
2019,taxable_inc_before,A05800,Income tax before credits amount,1040:12b,Num,NA
2019,alternative_minimum_n,N09600,Number of returns with alternative minimum tax,Schedule 2:1,Num,NA
2019,alternative_minimum,A09600,Alternative minimum tax amount,Schedule 2:1,Num,NA
2019,excess_premium_credit_n,N05780,Number of returns with excess advance premium tax credit repayment,Schedule 2:2,Num,NA
2019,excess_premium_credit,A05780,Excess advance premium tax credit repayment amount,Schedule 2:2,Num,NA
2019,tax_credits_n,N07100,Number of returns with total tax credits [11],1040:13b,Num,NA
2019,tax_credits,A07100,Total tax credits amount,1040:13b,Num,NA
2019,foreign_tax_n,N07300,Number of returns with foreign tax credit,Schedule 3:1,Num,NA
2019,foreign_tax,A07300,Foreign tax credit amount,Schedule 3:1,Num,NA
2019,child_dependent_credit_n,N07180,Number of returns with child and dependent care credit,Schedule 3:2,Num,NA
2019,child_dependent_credit,A07180,Child and dependent care credit amount,Schedule 3:2,Num,NA
2019,education_nonrefund_n,N07230,Number of returns with nonrefundable education credit,Schedule 3:3,Num,NA
2019,education_nonrefund,A07230,Nonrefundable education credit amount,Schedule 3:3,Num,NA
2019,retire_savings_n,N07240,Number of returns with retirement savings contribution credit,Schedule 3:4,Num,NA
2019,retire_savings,A07240,Retirement savings contribution credit amount,Schedule 3:4,Num,NA
2019,child_tax_n,N07225,Number of returns with child and other dependent credit,1040:13a,Num,NA
2019,child_tax,A07225,Child and other dependent credit amount,1040:13a,Num,NA
2019,res_energy_credit_n,N07260,Number of returns with residential energy tax credit,Schedule 3:5,Num,NA
2019,res_energy_credit,A07260,Residential energy tax credit amount,Schedule 3:5,Num,NA
2019,self_employ_tax_n,N09400,Number of returns with self-employment tax,Schedule 2:4,Num,NA
2019,self_employ_tax,A09400,Self-employment tax amount,Schedule 2:4,Num,NA
2019,premium_credit_n,N85770,Number of returns with total premium tax credit,8962:24:00,Num,NA
2019,premium_credit,A85770,Total premium tax credit amount,8962:24:00,Num,NA
2019,advance_premium_credit_n,N85775,Number of returns with advance premium tax credit,8962:25:00,Num,NA
2019,advance_premium_credit,A85775,Advance premium tax credit amount,8962:25:00,Num,NA
2019,tax_payments_n,N10600,Number of returns with total tax payments,1040:19:00,Num,NA
2019,tax_payments,A10600,Total tax payments amount,1040:19:00,Num,NA
2019,earned_income_n,N59660,Number of returns with earned income credit,1040:18a,Num,NA
2019,earned_income,A59660,Earned income credit amount [12],1040:18a,Num,NA
2019,excess_earned_income_n,N59720,Number of returns with excess earned income credit,1040:18a,Num,NA
2019,excess_earned_income,A59720,Excess earned income credit (refundable) amount [13],1040:18a,Num,NA
2019,additional_child_credit_n,N11070,Number of returns with additional child tax credit,1040:18b,Num,NA
2019,additional_child_credit,A11070,Additional child tax credit amount,1040:18b,Num,NA
2019,education_refund_n,N10960,Number of returns with refundable education credit [14],1040:18c,Num,NA
2019,education_refund,A10960,Refundable education credit amount,1040:18c,Num,NA
2019,net_premium_credit_n,N11560,Number of returns with net premium tax credit,Schedule 3:9,Num,NA
2019,net_premium_credit,A11560,Net premium tax credit amount,Schedule 3:9,Num,NA
